c,a,b,lambda,class,mu,K_lam_mu
5,17,10,"(17, 10, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2575584
5,17,10,"(17, 10, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",13391400
5,17,10,"(17, 10, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",56060784
5,17,10,"(17, 10, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",189471100
5,17,10,"(17, 10, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",464318400
5,17,12,"(17, 12, 5)",col_strict,"(34,)",0
5,17,12,"(17, 12, 5)",col_strict,"(33, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(32, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(31, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(30, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(29, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,12,"(17, 12, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3808
5,17,12,"(17, 12, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",68544
5,17,12,"(17, 12, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",651168
5,17,12,"(17, 12, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4341120
5,17,12,"(17, 12, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22790880
5,17,12,"(17, 12, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",100279872
5,17,12,"(17, 12, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",384381382
5,17,12,"(17, 12, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1317368976
5,17,12,"(17, 12, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4111199400
5,17,12,"(17, 12, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11833822000
5,17,12,"(17, 12, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",31690238580
5,17,12,"(17, 12, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",79336923120
5,17,12,"(17, 12, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",185842074600
5,17,12,"(17, 12, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",405569883600
5,17,12,"(17, 12, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",814287140100
5,17,12,"(17, 12, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1460914412160
5,17,12,"(17, 12, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2182617803520
5,17,12,"(17, 12, 5)",two_part,"(32, 2)",0
5,17,12,"(17, 12, 5)",two_part,"(31, 3)",0
5,17,12,"(17, 12, 5)",two_part,"(30, 4)",0
5,17,12,"(17, 12, 5)",two_part,"(29, 5)",0
5,17,12,"(17, 12, 5)",two_part,"(28, 6)",0
5,17,12,"(17, 12, 5)",two_part,"(27, 7)",0
5,17,12,"(17, 12, 5)",two_part,"(26, 8)",0
5,17,12,"(17, 12, 5)",two_part,"(25, 9)",0
5,17,12,"(17, 12, 5)",two_part,"(24, 10)",0
5,17,12,"(17, 12, 5)",two_part,"(23, 11)",0
5,17,12,"(17, 12, 5)",two_part,"(22, 12)",0
5,17,12,"(17, 12, 5)",two_part,"(21, 13)",0
5,17,12,"(17, 12, 5)",two_part,"(20, 14)",0
5,17,12,"(17, 12, 5)",two_part,"(19, 15)",0
5,17,12,"(17, 12, 5)",two_part,"(18, 16)",0
5,17,12,"(17, 12, 5)",two_part,"(17, 17)",0
5,17,12,"(17, 12, 5)",hook_A,"(30, 2, 2)",0
5,17,12,"(17, 12, 5)",hook_A,"(28, 2, 2, 2)",0
5,17,12,"(17, 12, 5)",hook_A,"(26, 2, 2, 2, 2)",0
5,17,12,"(17, 12, 5)",hook_A,"(24, 2, 2, 2, 2, 2)",0
5,17,12,"(17, 12, 5)",hook_A,"(22, 2, 2, 2, 2, 2, 2)",0
5,17,12,"(17, 12, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2, 2)",0
5,17,12,"(17, 12, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,17,12,"(17, 12, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2, 2)",3528
5,17,12,"(17, 12, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",98280
5,17,12,"(17, 12, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1211364
5,17,12,"(17, 12, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",9544128
5,17,12,"(17, 12, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",55332420
5,17,12,"(17, 12, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",249818478
5,17,12,"(17, 12, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",877390500
5,17,12,"(17, 12, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2170588560
5,17,14,"(17, 14, 5)",col_strict,"(36,)",0
5,17,14,"(17, 14, 5)",col_strict,"(35, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(34, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(33, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(32, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(31, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(30, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(29, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,14,"(17, 14, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7752
5,17,14,"(17, 14, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",155040
5,17,14,"(17, 14, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1627920
5,17,14,"(17, 14, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11938080
5,17,14,"(17, 14, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",68619166
5,17,14,"(17, 14, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",328895952
5,17,14,"(17, 14, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1365441000
5,17,14,"(17, 14, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5034801200
5,17,14,"(17, 14, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",16774886700
5,17,14,"(17, 14, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",51105534480
5,17,14,"(17, 14, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",143494991640
5,17,14,"(17, 14, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",372995204400
5,17,14,"(17, 14, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",898373262150
5,17,14,"(17, 14, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1997398200000
5,17,14,"(17, 14, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4052668841760
5,17,14,"(17, 14, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7301376223680
5,17,14,"(17, 14, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",10913089017600
5,17,14,"(17, 14, 5)",two_part,"(34, 2)",0
5,17,14,"(17, 14, 5)",two_part,"(33, 3)",0
5,17,14,"(17, 14, 5)",two_part,"(32, 4)",0
5,17,14,"(17, 14, 5)",two_part,"(31, 5)",0
5,17,14,"(17, 14, 5)",two_part,"(30, 6)",0
5,17,14,"(17, 14, 5)",two_part,"(29, 7)",0
5,17,14,"(17, 14, 5)",two_part,"(28, 8)",0
5,17,14,"(17, 14, 5)",two_part,"(27, 9)",0
5,17,14,"(17, 14, 5)",two_part,"(26, 10)",0
5,17,14,"(17, 14, 5)",two_part,"(25, 11)",0
5,17,14,"(17, 14, 5)",two_part,"(24, 12)",0
5,17,14,"(17, 14, 5)",two_part,"(23, 13)",0
5,17,14,"(17, 14, 5)",two_part,"(22, 14)",0
5,17,14,"(17, 14, 5)",two_part,"(21, 15)",0
5,17,14,"(17, 14, 5)",two_part,"(20, 16)",0
5,17,14,"(17, 14, 5)",two_part,"(19, 17)",0
5,17,14,"(17, 14, 5)",two_part,"(18, 18)",0
5,17,14,"(17, 14, 5)",hook_A,"(32, 2, 2)",0
5,17,14,"(17, 14, 5)",hook_A,"(30, 2, 2, 2)",0
5,17,14,"(17, 14, 5)",hook_A,"(28, 2, 2, 2, 2)",0
5,17,14,"(17, 14, 5)",hook_A,"(26, 2, 2, 2, 2, 2)",0
5,17,14,"(17, 14, 5)",hook_A,"(24, 2, 2, 2, 2, 2, 2)",0
5,17,14,"(17, 14, 5)",hook_A,"(22, 2, 2, 2, 2, 2, 2, 2)",0
5,17,14,"(17, 14, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,17,14,"(17, 14, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,17,14,"(17, 14, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",7260
5,17,14,"(17, 14, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",237600
5,17,14,"(17, 14, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",3342768
5,17,14,"(17, 14, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",29091348
5,17,14,"(17, 14, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",180067888
5,17,14,"(17, 14, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",841932000
5,17,14,"(17, 14, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2991517760
5,17,14,"(17, 14, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",7391305152
5,17,16,"(17, 16, 5)",col_strict,"(38,)",0
5,17,16,"(17, 16, 5)",col_strict,"(37, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(36, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(35, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(34, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(33, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(32, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(31, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(30, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(29, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,16,"(17, 16, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",14364
5,17,16,"(17, 16, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",316008
5,17,16,"(17, 16, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3609298
5,17,16,"(17, 16, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",28477680
5,17,16,"(17, 16, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",174266400
5,17,16,"(17, 16, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",880399520
5,17,16,"(17, 16, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3816752940
5,17,16,"(17, 16, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",14570796240
5,17,16,"(17, 16, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",49874724900
5,17,16,"(17, 16, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",155032277400
5,17,16,"(17, 16, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",441481450410
5,17,16,"(17, 16, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1157865683520
5,17,16,"(17, 16, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2801637558720
5,17,16,"(17, 16, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6236050867200
5,17,16,"(17, 16, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",12634976531100
5,17,16,"(17, 16, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22700830022640
5,17,16,"(17, 16, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",33846624614880
5,17,16,"(17, 16, 5)",two_part,"(36, 2)",0
5,17,16,"(17, 16, 5)",two_part,"(35, 3)",0
5,17,16,"(17, 16, 5)",two_part,"(34, 4)",0
5,17,16,"(17, 16, 5)",two_part,"(33, 5)",0
5,17,16,"(17, 16, 5)",two_part,"(32, 6)",0
5,17,16,"(17, 16, 5)",two_part,"(31, 7)",0
5,17,16,"(17, 16, 5)",two_part,"(30, 8)",0
5,17,16,"(17, 16, 5)",two_part,"(29, 9)",0
5,17,16,"(17, 16, 5)",two_part,"(28, 10)",0
5,17,16,"(17, 16, 5)",two_part,"(27, 11)",0
5,17,16,"(17, 16, 5)",two_part,"(26, 12)",0
5,17,16,"(17, 16, 5)",two_part,"(25, 13)",0
5,17,16,"(17, 16, 5)",two_part,"(24, 14)",0
5,17,16,"(17, 16, 5)",two_part,"(23, 15)",0
5,17,16,"(17, 16, 5)",two_part,"(22, 16)",0
5,17,16,"(17, 16, 5)",two_part,"(21, 17)",0
5,17,16,"(17, 16, 5)",two_part,"(20, 18)",0
5,17,16,"(17, 16, 5)",two_part,"(19, 19)",0
5,17,16,"(17, 16, 5)",hook_A,"(34, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(32, 2, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(30, 2, 2, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(28, 2, 2, 2, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(26, 2, 2, 2, 2, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(24, 2, 2, 2, 2, 2, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(22, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,17,16,"(17, 16, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",13662
5,17,16,"(17, 16, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",494340
5,17,16,"(17, 16, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",7310160
5,17,16,"(17, 16, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",65010946
5,17,16,"(17, 16, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",404414010
5,17,16,"(17, 16, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1882018320
5,17,16,"(17, 16, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",6624215920
5,17,16,"(17, 16, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",16223225886
5,18,5,"(18, 5, 5)",col_strict,"(28,)",0
5,18,5,"(18, 5, 5)",col_strict,"(27, 1)",0
5,18,5,"(18, 5, 5)",col_strict,"(26, 1, 1)",0
5,18,5,"(18, 5, 5)",col_strict,"(25, 1, 1, 1)",0
5,18,5,"(18, 5, 5)",col_strict,"(24, 1, 1, 1, 1)",0
5,18,5,"(18, 5, 5)",col_strict,"(23, 1, 1, 1, 1, 1)",0
5,18,5,"(18, 5, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1)",0
